eval_id,question,category,failure_reason,expected_doc_id,retrieved_doc_ids,filtered_doc_ids,reranked_doc_ids,final_context_doc_ids,answer_preview
ai_chatbot_011,AI 챗봇이 뭐야? 등록/승인 관점으로 설명해줘.,AI 챗봇,expected_doc_not_retrieved,,qa_0019|manual_manual_chapter5.json_5.2.3_003|faq_process_10|manual_manual_chapter3.json_3.2.3_003|qa_0039|faq_process_05|manual_manual_chapter3.json_3.3.4_007|qa_0029|qa_0021|qa_0041,qa_0019|manual_manual_chapter5.json_5.2.3_003|faq_process_10|manual_manual_chapter3.json_3.2.3_003|qa_0039|faq_process_05|manual_manual_chapter3.json_3.3.4_007|qa_0029|qa_0021|qa_0041,faq_process_10|qa_0039|qa_0019|qa_0029|manual_manual_chapter3.json_3.3.4_007|manual_manual_chapter5.json_5.2.3_003,manual_manual_chapter3.json_3.3.4_007|faq_process_10|qa_0019,"AI 챗봇은 대학 물품 관리 시스템에서 다음과 같은 기능을 지원합니다:

1. 용어 설명: '불용이 뭐야?'와 같은 질문에 대한 용어 설명을 제공합니다.
2. 메뉴 안내: '반납 관리는 어디서 해?'와 같은 질문에 대해 메뉴 안내를 제공합니다.
3. 특정 물품 정보 조회: 특정 물품의 정보를 간단히 조회하고 답변합니다.

등록/승인 관점에서 AI 챗봇은 직접적인 등록이나 승인 절차를 수행하지 않으며, 관련 메뉴 안내와 정보 조회를 통해 사용자를 보조하는 역할을 합니다."
ai_chatbot_012,AI 챗봇의 주요 기능이 뭐야? 조회 조건이 있으면 같이 알려줘.,AI 챗봇,expected_doc_not_retrieved,,,,,,"AI 챗봇의 주요 기능은 다양하며, 일반적으로 다음과 같은 기능들을 포함합니다:

1. **대화 이해 및 처리**: 자연어 처리(NLP)를 통해 사용자의 질문이나 요청을 이해하고 적절한 응답을 제공합니다.

2. **정보 제공**: 사용자가 요청한 정보나 데이터를 검색하고 제공할 수 있습니다. 예를 들어, 날씨 정보, 뉴스, 특정 주제에 대한 설명 등을 제공합니다.

3. **고객 지원**: 고객 서비스 분야에서 자주 묻는 질문에 대한 답변을 제공하거나 문제 해결을 지원합니다.

4. **업무 자동화**: 예약 관리, 일정 조율, "
ai_chatbot_013,AI 챗봇 어떻게 실행해? 취소나 수정 가능 조건도 있으면 알려줘.,AI 챗봇,expected_doc_not_retrieved,,,,,,"AI 챗봇을 실행하는 방법은 사용하는 플랫폼이나 서비스에 따라 다를 수 있지만, 일반적으로 다음과 같은 단계를 따르면 됩니다:

1. **플랫폼 선택**: 먼저 어떤 플랫폼에서 챗봇을 실행할 것인지 결정해야 합니다. 웹사이트, 모바일 앱, 메신저 앱(예: 카카오톡, 페이스북 메신저) 등이 일반적입니다.

2. **챗봇 서비스 선택**: 챗봇을 만들기 위해 사용할 서비스를 선택합니다. Dialogflow, Microsoft Bot Framework, IBM Watson Assistant, Rasa 등 다양한 옵션이 있습니다.

3. "
ai_chatbot_014,AI 챗봇 매뉴얼에 따르면 챗봇이랑 사용주기 AI의 차이점이 뭐야?,AI 챗봇,final_context_contains_irrelevant_docs,,qa_0062|manual_manual_chapter8.json_8.4_006|faq_process_05|manual_manual_chapter7.json_7.4_007|manual_manual_chapter7.json_7.1_000|manual_manual_chapter7.json_7.3.1_004|manual_manual_chapter7.json_7.2_001|qa_0053|qa_0058|qa_0054,qa_0062|manual_manual_chapter8.json_8.4_006|faq_process_05|manual_manual_chapter7.json_7.4_007|manual_manual_chapter7.json_7.1_000|manual_manual_chapter7.json_7.3.1_004|manual_manual_chapter7.json_7.2_001|qa_0053|qa_0058|qa_0054,qa_0062|manual_manual_chapter8.json_8.4_006|qa_0053|manual_manual_chapter7.json_7.1_000|qa_0054|qa_0057,manual_manual_chapter8.json_8.4_006|manual_manual_chapter7.json_7.1_000|qa_0062|qa_0053|qa_0057,"AI 챗봇과 사용주기 AI의 차이점은 다음과 같습니다:

- AI 챗봇은 단순 행정 안내를 담당하며, 통계 데이터를 분석하지 않습니다.
- 사용주기 AI는 전문 데이터 분석을 통해 장비별 고장 시점, 안전 재고량, 전략적 발주 시점 등을 정밀하게 도출하는 역할을 합니다.

이 두 시스템은 각각의 역할에 맞게 명확히 구분되어 설계되었습니다."
ai_chatbot_015,쳇봇에게 물어보면 좋은 질문에는 어떠한 것들이 있을까? 실무자가 바로 따라 할 수 있게 정리해줘.,AI 챗봇,expected_doc_not_retrieved,,,,,,"쳇봇에게 물어보면 좋은 질문들은 주로 정보 검색, 문제 해결, 아이디어 브레인스토밍, 학습 지원 등 다양한 분야에서 실무자에게 도움을 줄 수 있습니다. 다음은 실무자가 바로 따라 할 수 있는 질문 유형들입니다:

1. **정보 검색 및 요약**
   - 특정 주제에 대한 최신 트렌드나 뉴스가 무엇인지 물어보기.
   - 특정 개념이나 용어의 정의를 요청하기.
   - 특정 산업의 시장 동향이나 통계 자료를 요약해달라고 하기.

2. **문제 해결 및 조언**
   - 특정 문제에 대한 해결책이나 접근 방식을 제안받기.
   - 프로"
ai_chatbot_017,AI 챗봇의 주요 기능이 뭐야? 다른 절차와 헷갈리는 부분을 조심해서 알려줘.,AI 챗봇,expected_doc_not_retrieved,,,,,,"AI 챗봇의 주요 기능은 사용자와 자연스러운 대화를 통해 정보를 제공하고 문제를 해결하는 것입니다. 다음은 AI 챗봇의 주요 기능들입니다:

1. **자연어 처리 (NLP)**: 사용자의 입력을 이해하고 적절한 응답을 생성하는 기능입니다. 이를 통해 챗봇은 사람과 유사한 방식으로 대화할 수 있습니다.

2. **정보 제공**: 사용자가 질문을 하면 관련 정보를 검색하여 제공할 수 있습니다. 예를 들어, 날씨 정보, 뉴스, 제품 정보 등을 제공할 수 있습니다.

3. **고객 지원**: 고객의 질문에 답변하고 문제를 해결하는 데 도움"
ai_chatbot_018,"AI 챗봇에서 자주 묻는 질문인데, AI 챗봇 어떻게 실행해?",AI 챗봇,expected_doc_not_retrieved,,,,,,"AI 챗봇을 실행하는 방법은 사용하려는 플랫폼과 챗봇의 종류에 따라 다를 수 있지만, 일반적인 절차는 다음과 같습니다:

1. **플랫폼 선택**: 먼저 챗봇을 실행할 플랫폼을 선택해야 합니다. 웹사이트, 모바일 앱, 메신저 앱(예: 페이스북 메신저, 왓츠앱, 카카오톡 등) 중에서 선택할 수 있습니다.

2. **챗봇 서비스 선택**: 챗봇을 개발하거나 실행하기 위해 사용할 서비스를 선택합니다. 예를 들어, Dialogflow, Microsoft Bot Framework, IBM Watson Assistant, Rasa 등이 있습니"
ai_chatbot_019,챗봇이랑 사용주기 AI의 차이점이 뭐야? 필요한 입력 항목을 포함해서 알려줘.,AI 챗봇,final_context_contains_irrelevant_docs,,qa_0062|manual_manual_chapter8.json_8.4_006|faq_process_05|manual_manual_chapter7.json_7.3.1_004|manual_manual_chapter7.json_7.4_007|manual_manual_chapter7.json_7.1_000|manual_manual_chapter7.json_7.2_001|qa_0054|qa_0053|qa_0055,qa_0062|manual_manual_chapter8.json_8.4_006|faq_process_05|manual_manual_chapter7.json_7.3.1_004|manual_manual_chapter7.json_7.4_007|manual_manual_chapter7.json_7.1_000|manual_manual_chapter7.json_7.2_001|qa_0054|qa_0053|qa_0055,qa_0062|manual_manual_chapter8.json_8.4_006|manual_manual_chapter7.json_7.1_000|qa_0053|manual_manual_chapter7.json_7.4_007|manual_manual_chapter7.json_7.3.1_004,manual_manual_chapter8.json_8.4_006|manual_manual_chapter7.json_7.1_000|manual_manual_chapter7.json_7.4_007|manual_manual_chapter7.json_7.3.1_004|qa_0062,"챗봇과 사용주기 AI의 차이점은 다음과 같습니다:

1. **역할 및 기능**:
   - **챗봇**: 단순 행정 안내를 담당하며, 통계 데이터를 분석하지 않습니다. 주로 매뉴얼 설명과 같은 기본적인 정보 제공에 중점을 둡니다.
   - **사용주기 AI**: 전문 데이터 분석을 수행하며, 머신러닝 알고리즘과 SCM 지식을 결합하여 장비별 고장 시점, 안전 재고량, 전략적 발주 시점 등을 정밀하게 도출합니다.

2. **필요한 입력 항목**:
   - **챗봇**: 별도의 입력 항목 없이 사용자가 질문을 하면 관련 정보를 제공합니다"
ai_chatbot_020,쳇봇에게 물어보면 좋은 질문에는 어떠한 것들이 있을까? 결과 화면에는 무엇이 남는지도 알려줘.,AI 챗봇,expected_doc_not_retrieved,,,,,,"쳇봇에게 물어보면 좋은 질문들은 다양하며, 주로 정보 검색, 조언, 학습, 엔터테인먼트 등 여러 목적에 따라 다를 수 있습니다. 다음은 몇 가지 예시입니다.

1. **정보 검색 관련 질문:**
   - ""오늘 날씨는 어때?""
   - ""현재 세계 경제 상황은 어떠한가?""
   - ""최신 기술 트렌드는 무엇인가?""

   **결과 화면:** 관련 정보나 데이터, 뉴스 기사 요약 등이 제공됩니다.

2. **조언 및 추천:**
   - ""좋은 책 추천해줘.""
   - ""여행지 추천 부탁해.""
   - ""효과적인 시간 관리 방법은?""
"
return_018,운용부서 반납과 불용 신청을 구분해서 관리자가 물품 반납을 확정하는 과정은 어떻게 돼?,물품 반납 관리,final_context_contains_irrelevant_docs,,qa_0023|manual_manual_chapter3.json_3.1_000|faq_process_01|manual_manual_chapter4.json_4.2.3_003|qa_0033|manual_manual_chapter4.json_4.1_000|manual_manual_chapter4.json_4.3.4_007|manual_manual_chapter3.json_3.2.3_003|qa_0018|qa_0025,qa_0023|manual_manual_chapter3.json_3.1_000|faq_process_01|manual_manual_chapter4.json_4.2.3_003|qa_0033|manual_manual_chapter4.json_4.1_000|manual_manual_chapter4.json_4.3.4_007|manual_manual_chapter3.json_3.2.3_003|qa_0018|qa_0025,manual_manual_chapter3.json_3.1_000|qa_0023|manual_manual_chapter4.json_4.1_000|faq_process_01|manual_manual_chapter3.json_3.3.4_007|qa_0033,manual_manual_chapter3.json_3.1_000|manual_manual_chapter4.json_4.1_000|manual_manual_chapter3.json_3.3.4_007|faq_process_01|qa_0023|qa_0033,"운용부서의 물품 반납과 불용 신청은 각각 다른 절차를 따릅니다. 물품 반납 확정 과정에 대해 설명드리겠습니다.

1. **물품 조회**: 관리자는 [물품 반납 등록 관리] 페이지에서 상단의 검색 조건('등록일자', '승인상태(전체/대기/반려/확정)')을 입력하고 [조회] 버튼을 눌러 물품을 검색합니다.

2. **반납 등록 목록 확인**: 상단 '반납 등록 목록'에서 승인 상태가 '대기' 혹은 '반려'인 행을 클릭합니다.

3. **반납 물품 목록 확인 및 결정**: 하단 '반납 물품 목록'에서 해당 물품을 클릭한 후 [반려] 혹은"
disuse_018,불용 신청과 처분 등록을 구분해서 관리자가 물품 불용을 확정하는 과정은 어떻게 돼?,물품 불용 관리,final_context_contains_irrelevant_docs,,qa_0039|manual_manual_chapter4.json_4.2.3_003|faq_process_08|faq_process_02|qa_0029|qa_0031|qa_0032|manual_manual_chapter4.json_4.3.4_007|qa_0042|faq_process_01,qa_0039|manual_manual_chapter4.json_4.2.3_003|faq_process_08|faq_process_02|qa_0029|qa_0031|qa_0032|manual_manual_chapter4.json_4.3.4_007|qa_0042|faq_process_01,manual_manual_chapter4.json_4.3.4_007|manual_manual_chapter4.json_4.2.3_003|faq_process_02|manual_manual_chapter5.json_5.2.3_003|manual_manual_chapter5.json_5.2.2_002|qa_0029,manual_manual_chapter4.json_4.3.4_007|manual_manual_chapter4.json_4.2.3_003|manual_manual_chapter5.json_5.2.3_003|manual_manual_chapter5.json_5.2.2_002|faq_process_02|qa_0029,"관리자가 물품 불용을 확정하는 과정은 다음과 같습니다:

1. **물품 조회**: [관리자] 메뉴에서 [물품 불용 등록 관리] 페이지로 이동합니다. 상단의 검색 조건에서 '불용일자'와 '승인상태(전체/대기/반려/확정)'를 입력한 후 [조회] 버튼을 눌러 물품을 검색합니다.

2. **불용 등록 목록 확인**: 하단의 '불용 등록 목록'에서 확인하고자 하는 행을 클릭합니다.

3. **불용 물품 목록 확인 및 결정**: 하단의 '불용 물품 목록'에서 물품들을 확인한 후 [반려] 혹은 [확정] 버튼을 눌러 최종 결정을 내립니다. 확정된"
disposal_002,처분 정리구분에는 어떤 것들이 있어? 핵심만 정리해줘.,물품 처분 관리,final_context_contains_irrelevant_docs,,qa_0037|manual_manual_chapter5.json_5.3.1_004|faq_process_09|manual_manual_chapter5.json_5.3.4_007|manual_manual_chapter5.json_5.2.3_003|manual_manual_chapter5.json_5.3.3_006|manual_manual_chapter5.json_5.4_008|faq_process_02|manual_manual_chapter5.json_5.2.1_001|manual_manual_chapter5.json_5.1_000,qa_0037|manual_manual_chapter5.json_5.3.1_004|faq_process_09|manual_manual_chapter5.json_5.3.4_007|manual_manual_chapter5.json_5.2.3_003|manual_manual_chapter5.json_5.3.3_006|manual_manual_chapter5.json_5.4_008|faq_process_02|manual_manual_chapter5.json_5.2.1_001|manual_manual_chapter5.json_5.1_000,faq_process_09|qa_0037|manual_manual_chapter5.json_5.1_000|manual_manual_chapter5.json_5.2.2_002|qa_0039|qa_0036,manual_manual_chapter5.json_5.1_000|manual_manual_chapter5.json_5.2.2_002|faq_process_09|qa_0037,"처분 정리구분에는 '폐기', '매각', '멸실', '도난'이 있습니다. 처분 등록 시 실제 처리한 방법에 맞춰 정확히 선택해야 합니다."
disposal_012,처분 정리구분에는 어떤 것들이 있어? 조회 조건이 있으면 같이 알려줘.,물품 처분 관리,final_context_contains_irrelevant_docs,,qa_0044|manual_manual_chapter5.json_5.4_008|faq_process_09|qa_0037|manual_manual_chapter5.json_5.3.4_007|faq_process_03|faq_process_02|qa_0039|qa_0040|manual_manual_chapter5.json_5.2.1_001,qa_0044|manual_manual_chapter5.json_5.4_008|faq_process_09|qa_0037|manual_manual_chapter5.json_5.3.4_007|faq_process_03|faq_process_02|qa_0039|qa_0040|manual_manual_chapter5.json_5.2.1_001,faq_process_09|qa_0037|manual_manual_chapter5.json_5.2.2_002|manual_manual_chapter5.json_5.4_008|manual_manual_chapter5.json_5.2.1_001|manual_manual_chapter5.json_5.3.1_004,manual_manual_chapter5.json_5.2.2_002|manual_manual_chapter5.json_5.4_008|manual_manual_chapter5.json_5.2.1_001|faq_process_09,"처분 정리구분에는 '폐기', '매각', '멸실', '도난'이 있습니다. 처분 등록 시 실제 처리한 방법에 맞춰 정확히 선택해야 합니다.

조회 조건으로는 '처분일자', '승인상태(전체/대기/반려/확정)' 등이 있습니다."
disposal_017,불용 확정 이후 처분 절차라는 점을 반영해서 등록된 물품 처분 목록을 삭제하는 방법은 뭐야?,물품 처분 관리,expected_doc_missing_from_final_context,,qa_0042|manual_manual_chapter4.json_4.2.3_003|faq_process_08|manual_manual_chapter4.json_4.3.4_007|qa_0032|manual_manual_chapter5.json_5.2.2_002|manual_manual_chapter5.json_5.3.1_004|manual_manual_chapter5.json_5.2.3_003|manual_manual_chapter4.json_4.3.1_004|manual_manual_chapter5.json_5.3.4_007,qa_0042|manual_manual_chapter4.json_4.2.3_003|faq_process_08|manual_manual_chapter4.json_4.3.4_007|qa_0032|manual_manual_chapter5.json_5.2.2_002|manual_manual_chapter5.json_5.3.1_004|manual_manual_chapter5.json_5.2.3_003|manual_manual_chapter4.json_4.3.1_004|manual_manual_chapter5.json_5.3.4_007,qa_0032|qa_0042|manual_manual_chapter5.json_5.2.2_002|manual_manual_chapter5.json_5.3.1_004|faq_process_08|manual_manual_chapter4.json_4.3.4_007,manual_manual_chapter4.json_4.3.4_007|faq_process_08|qa_0032,제공된 매뉴얼 근거만으로는 불용 확정 이후 처분 절차에 따라 등록된 물품 처분 목록을 삭제하는 방법을 확인하기 어렵습니다.
disposal_018,처분 등록과 불용 신청을 구분해서 관리자가 물품 처분을 확정하는 과정은 어떻게 돼?,물품 처분 관리,final_context_contains_irrelevant_docs,,qa_0039|manual_manual_chapter4.json_4.3.4_007|faq_process_02|faq_process_08|manual_manual_chapter4.json_4.2.3_003|manual_manual_chapter5.json_5.2.3_003|qa_0041|qa_0042|faq_process_09|manual_manual_chapter5.json_5.2.2_002,qa_0039|manual_manual_chapter4.json_4.3.4_007|faq_process_02|faq_process_08|manual_manual_chapter4.json_4.2.3_003|manual_manual_chapter5.json_5.2.3_003|qa_0041|qa_0042|faq_process_09|manual_manual_chapter5.json_5.2.2_002,manual_manual_chapter4.json_4.3.4_007|manual_manual_chapter5.json_5.3.4_007|manual_manual_chapter5.json_5.2.3_003|manual_manual_chapter4.json_4.2.3_003|manual_manual_chapter5.json_5.2.2_002|faq_process_02,manual_manual_chapter4.json_4.3.4_007|manual_manual_chapter5.json_5.3.4_007|manual_manual_chapter5.json_5.2.3_003|manual_manual_chapter4.json_4.2.3_003|manual_manual_chapter5.json_5.2.2_002|faq_process_02,"처분 등록과 불용 신청을 구분하여 관리자가 물품 처분을 확정하는 과정은 다음과 같습니다.

1. **불용 신청 및 확정**:
   - 먼저, '불용 관리' 메뉴에서 불용 신청을 진행하고, 관리자가 이를 확정해야 합니다. 불용 확정이 완료된 물품만 처분 등록이 가능합니다.

2. **처분 등록**:
   - [물품 관리] 메뉴 > [물품 처분 관리] > [처분 등록] 페이지에서 불용 확정된 물품 중 처분 대상을 검색하여 선택하고 관련 정보를 입력해 등록을 완료합니다.
   - 처분 정리구분은 '폐기', '매각', '멸실/도난' 중에서"
disposal_019,매각/폐기/양여 같은 처분 구분을 보존해서 물품 처분 목록은 어떻게 조회할 수 있어?,물품 처분 관리,final_context_contains_irrelevant_docs,,qa_0042|manual_manual_chapter5.json_5.2.2_002|manual_manual_chapter5.json_5.3.1_004|faq_process_09|qa_0037|qa_0044|manual_manual_chapter5.json_5.4_008|faq_process_02|manual_manual_chapter5.json_5.1_000|faq_process_03,qa_0042|manual_manual_chapter5.json_5.2.2_002|manual_manual_chapter5.json_5.3.1_004|faq_process_09|qa_0037|qa_0044|manual_manual_chapter5.json_5.4_008|faq_process_02|manual_manual_chapter5.json_5.1_000|faq_process_03,qa_0044|manual_manual_chapter5.json_5.4_008|manual_manual_chapter5.json_5.1_000|faq_process_09|manual_manual_chapter5.json_5.3.1_004|qa_0036,manual_manual_chapter5.json_5.4_008|manual_manual_chapter5.json_5.1_000|manual_manual_chapter5.json_5.3.1_004|faq_process_09,"물품 처분 목록을 조회하는 방법은 다음과 같습니다:

1. **조회 조건 설정**: [물품 처분 관리] 페이지의 상단 검색 영역에서 '처분일자'와 '승인상태(전체/대기/반려/확정)' 정보를 입력합니다. 필요에 따라 [초기화] 버튼을 사용할 수 있습니다.

2. **조회**: 조건을 설정한 후 [조회] 버튼을 클릭하면, '처분 목록'에 해당하는 등록 목록이 행으로 표시됩니다.

3. **처분 물품 정보 확인**: 등록 목록 행을 선택한 후 하단에 나타나는 '처분 물품 목록'을 통해 세부 정보를 확인할 수 있습니다.

처분 구분은 '폐"
